,index,Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Day,Feedback,correct
1554,1663,1,1,1,3,0.424,0.258,4,1,1
1555,1664,1,1,1,3,0.345,0.242,4,1,1
1556,1665,1,2,2,2,0.613,0.913,4,1,1
1557,1666,1,1,1,1,1.267,0.293,4,1,1
1558,1667,1,1,1,3,0.31,0.393,4,1,1
1559,1668,1,1,2,2,0.586,0.413,4,1,0
1560,1670,1,2,1,1,0.819,0.303,4,1,0
1561,1671,1,2,1,2,0.796,0.399,4,1,0
1562,1672,1,1,1,3,0.496,1.947,4,1,1
1563,1673,1,1,1,4,0.391,0.437,4,1,1
1564,1674,1,1,1,2,1.395,0.281,4,1,1
1565,1675,1,2,2,1,1.538,1.334,4,1,1
1566,1676,1,2,2,2,1.27,0.472,4,1,1
1567,1677,1,1,2,2,0.822,0.324,4,1,0
1568,1679,1,1,1,3,0.267,0.258,4,1,1
1569,1680,1,2,1,2,0.628,0.426,4,1,0
1570,1681,1,2,2,2,1.175,0.203,4,1,1
1571,1682,1,1,1,2,0.695,0.906,4,1,1
1572,1683,1,1,1,3,0.489,0.351,4,1,1
1573,1684,1,1,1,4,0.482,0.866,4,1,1
1574,1685,1,1,1,4,0.271,0.238,4,1,1
1575,1686,1,1,1,2,0.519,0.434,4,1,1
1576,1687,1,1,1,4,0.277,0.203,4,1,1
1577,1688,1,1,1,2,0.677,0.418,4,1,1
1578,1689,1,1,1,4,0.237,0.242,4,1,1
1579,1690,1,2,2,2,0.655,0.303,4,1,1
1580,1691,1,1,1,4,0.345,0.422,4,1,1
1581,1692,1,2,2,2,0.398,0.316,4,1,1
1582,1693,1,2,2,2,1.203,0.297,4,1,1
1583,1694,1,2,2,2,1.463,0.273,4,1,1
1584,1695,1,2,2,1,1.329,0.292,4,1,1
1585,1696,1,1,1,4,0.548,0.277,4,1,1
1586,1697,1,1,1,2,0.707,0.347,4,1,1
1587,1698,1,1,1,2,0.354,0.511,4,1,1
1588,1699,1,2,2,2,0.371,0.246,4,1,1
1589,1700,1,1,2,2,0.369,0.194,4,1,0
1590,1701,1,2,1,2,0.785,0.222,4,1,0
1591,1702,1,2,1,3,0.268,0.418,4,1,0
1592,1703,1,2,1,1,0.461,0.37,4,1,0
1593,1704,1,2,2,2,1.99,0.445,4,1,1
1594,1705,1,1,2,2,1.093,0.213,4,1,0
1595,1706,1,1,1,3,0.349,0.508,4,1,1
1596,1708,1,2,2,2,0.678,0.336,4,1,1
1597,1709,1,1,1,3,0.243,0.203,4,1,1
1598,1710,1,2,1,1,1.074,0.379,4,1,0
1599,1711,1,2,2,1,1.547,0.339,4,1,1
1600,1712,1,2,1,2,0.857,0.722,4,1,0
1601,1713,1,2,2,2,0.899,0.63,4,1,1
1602,1714,1,1,1,3,0.669,0.354,4,1,1
1603,1715,1,2,2,2,0.786,0.277,4,1,1
1604,1716,1,1,1,1,1.708,0.256,4,1,1
1605,1717,1,2,2,2,0.829,0.238,4,1,1
1606,1718,1,2,2,2,0.743,0.257,4,1,1
1607,1720,1,1,1,3,0.389,0.781,4,1,1
1608,1721,1,2,2,2,0.691,0.223,4,1,1
1609,1722,1,1,1,3,0.258,0.21,4,1,1
1610,1723,1,2,2,3,0.633,1.449,4,1,1
1611,1724,1,2,1,1,1.334,0.346,4,1,0
1612,1725,1,1,1,3,0.251,0.218,4,1,1
1613,1726,1,2,2,2,0.299,0.184,4,1,1
1614,1727,1,1,1,2,0.807,0.549,4,1,1
1615,1728,1,2,1,2,1.723,0.311,4,1,0
1616,1729,1,1,1,2,0.648,0.273,4,1,1
1617,1730,1,2,2,2,0.727,0.195,4,1,1
1618,1731,1,1,1,2,0.783,0.35,4,1,1
1619,1732,1,2,2,3,0.458,1.336,4,1,1
1620,1733,1,1,1,3,0.528,0.297,4,1,1
1621,1734,1,2,1,2,0.814,0.489,4,1,0
1622,1735,1,2,2,1,1.136,0.434,4,1,1
1623,1736,1,1,2,1,1.574,0.362,4,1,0
1624,1737,1,1,1,3,0.337,0.254,4,1,1
1625,1738,1,2,2,2,0.518,0.265,4,1,1
1626,1739,1,1,1,3,0.402,0.389,4,1,1
1627,1740,1,1,1,2,0.638,0.344,4,1,1
1628,1741,1,2,1,2,0.686,0.245,4,1,0
1629,1742,1,2,2,2,0.79,0.27,4,1,1
1630,1743,1,2,1,2,0.868,0.682,4,1,0
1631,1744,1,2,2,4,0.312,1.878,4,1,1
1632,1745,1,2,2,3,0.88,0.315,4,1,1
1633,1746,1,2,2,3,0.841,0.288,4,1,1
1634,1747,1,1,1,2,0.777,0.467,4,1,1
1635,1748,1,2,1,1,0.88,0.367,4,1,0
1636,1749,1,2,1,3,0.578,0.319,4,1,0
1637,1750,1,1,1,3,0.335,0.211,4,1,1
1638,1751,1,2,2,2,0.658,0.202,4,1,1
1639,1752,1,2,1,2,0.882,0.249,4,1,0
1640,1753,1,2,1,2,0.614,0.285,4,1,0
1641,1754,1,2,1,3,0.232,0.207,4,1,0
1642,1755,1,1,1,2,1.293,0.484,4,1,1
1643,1756,1,1,1,3,0.322,0.266,4,1,1
1644,1757,1,2,2,1,0.94,1.278,4,1,1
1645,1758,1,1,1,3,0.306,0.229,4,1,1
1646,1759,1,1,1,3,0.262,0.231,4,1,1
1647,1760,1,2,2,2,0.677,0.253,4,1,1
1648,1761,1,1,1,3,0.665,0.286,4,1,1
1649,1762,1,1,1,2,1.654,0.363,4,1,1
1650,1763,1,2,2,2,0.639,1.511,4,1,1
1651,1764,1,2,2,1,0.82,0.382,4,1,1
1652,1765,1,1,1,2,0.355,0.941,4,1,1
1653,1766,1,2,2,1,0.802,0.441,4,1,1
1654,1767,1,1,1,2,0.543,0.261,4,1,1
1655,1768,1,2,1,2,0.88,0.244,4,1,0
1656,1769,1,2,2,2,0.446,0.211,4,1,1
1657,1770,1,2,1,1,1.221,0.225,4,1,0
1658,1771,1,1,1,3,0.39,0.203,4,1,1
1659,1772,1,1,1,3,0.336,0.25,4,1,1
1660,1773,1,1,1,4,0.324,0.254,4,1,1
1661,1774,1,2,1,3,0.466,0.675,4,1,0
1662,1775,1,2,2,3,0.53,0.292,4,1,1
1663,1776,1,1,1,2,0.311,0.293,4,1,1
1664,1777,1,1,1,3,0.267,0.238,4,1,1
1665,1778,1,2,1,2,1.302,0.483,4,1,0
1666,1779,1,2,2,2,0.621,0.281,4,1,1
1667,1780,1,1,1,3,0.287,0.223,4,1,1
1668,1781,1,2,1,3,0.385,0.449,4,1,0
1669,1782,1,1,1,3,0.36,0.296,4,1,1
1670,1783,1,2,2,2,0.516,1.409,4,1,1
1671,1784,1,1,1,2,0.821,0.621,4,1,1
1672,1785,1,1,1,2,0.509,0.269,4,1,1
1673,1786,1,1,1,3,0.589,0.346,4,1,1
1674,1787,1,2,2,1,0.75,0.675,4,1,1
1675,1788,1,1,1,2,0.448,0.586,4,1,1
1676,1789,1,1,1,2,0.567,0.25,4,1,1
1677,1790,1,1,1,3,0.385,0.237,4,1,1
1678,1791,1,2,1,2,0.617,0.434,4,1,0
1679,1792,1,1,1,3,0.508,0.377,4,1,1
1680,1793,1,2,1,2,0.675,0.268,4,1,0
1681,1794,1,1,1,2,0.419,0.635,4,1,1
1682,1795,1,1,1,3,0.399,0.469,4,1,1
1683,1796,1,2,2,3,0.667,0.252,4,1,1
1684,1797,1,2,2,2,0.885,0.258,4,1,1
1685,1799,1,1,1,3,0.294,0.509,4,1,1
1686,1800,1,1,1,3,0.544,0.245,4,1,1
1687,1801,1,1,1,3,0.432,0.336,4,1,1
1688,1802,1,2,1,2,1.101,0.487,4,1,0
1689,1803,1,1,1,3,0.354,0.246,4,1,1
1690,1804,1,1,1,3,0.266,0.296,4,1,1
1691,1805,1,1,1,3,0.287,0.281,4,1,1
1692,1806,1,2,1,2,0.365,0.246,4,1,0
1693,1807,1,2,2,2,0.386,0.292,4,1,1
1694,1808,1,1,1,3,0.276,0.25,4,1,1
1695,1809,1,1,1,3,0.289,0.273,4,1,1
1696,1810,1,1,1,3,0.33,0.242,4,1,1
1697,1811,1,1,1,4,0.377,0.308,4,1,1
1698,1812,1,1,1,3,0.247,1.195,4,1,1
1699,1813,1,1,1,3,0.296,0.535,4,1,1
1700,1814,1,1,1,3,0.45,0.812,4,1,1
1701,1815,1,2,1,2,1.711,0.32,4,1,0
1702,1816,1,1,1,2,0.605,0.313,4,1,1
1703,1817,1,2,2,2,0.571,0.254,4,1,1
1704,1818,1,1,1,3,0.353,0.289,4,1,1
1705,1819,1,2,1,2,0.473,0.988,4,1,0
1706,1820,1,2,2,2,0.619,0.238,4,1,1
1707,1821,1,1,1,3,0.3,0.285,4,1,1
1708,1822,1,2,1,2,0.793,0.241,4,1,0
1709,1823,1,2,2,2,0.474,0.249,4,1,1
1710,1824,1,1,1,3,0.305,0.242,4,1,1
1711,1825,1,2,2,2,0.538,0.249,4,1,1
1712,1826,1,1,1,3,0.416,0.242,4,1,1
1713,1827,1,1,1,2,0.299,0.242,4,1,1
1714,1829,1,1,1,1,1.592,0.984,4,1,1
1715,1830,1,2,2,2,0.697,0.316,4,1,1
1716,1831,1,1,1,1,1.683,0.246,4,1,1
1717,1832,1,1,1,3,0.575,0.364,4,1,1
1718,1833,1,2,2,2,0.616,0.219,4,1,1
1719,1834,1,2,1,2,1.376,0.277,4,1,0
1720,1835,1,2,1,2,0.937,0.753,4,1,0
1721,1836,1,1,1,2,0.926,0.292,4,1,1
1722,1837,1,1,1,3,0.378,0.234,4,1,1
1723,1838,1,2,2,2,0.504,0.494,4,1,1
1724,1839,1,2,2,2,0.681,0.265,4,1,1
1725,1840,1,1,1,3,0.323,0.269,4,1,1
1726,1841,1,1,2,1,1.623,0.723,4,1,0
1727,1842,1,2,2,2,0.791,0.221,4,1,1
1728,1843,1,2,2,2,0.952,0.235,4,1,1
1729,1844,1,1,1,1,0.815,0.574,4,1,1
1730,1845,1,1,1,2,0.574,0.308,4,1,1
1731,1846,1,1,1,2,1.084,0.557,4,1,1
1732,1847,1,1,1,3,0.311,0.23,4,1,1
1733,1848,1,1,1,3,0.355,1.055,4,1,1
1734,1849,1,1,1,2,0.622,0.288,4,1,1
1735,1850,1,1,1,2,1.249,0.725,5,1,1
1736,1852,1,2,2,2,0.521,0.344,5,1,1
1737,1853,1,1,1,2,1.287,0.335,5,1,1
1738,1854,1,1,1,3,0.582,0.336,5,1,1
1739,1855,1,2,1,2,0.718,0.245,5,1,0
1740,1856,1,1,1,4,0.352,0.647,5,1,1
1741,1857,1,1,1,3,0.511,0.78,5,1,1
1742,1858,1,2,2,2,0.742,0.915,5,1,1
1743,1859,1,1,2,1,0.824,0.96,5,1,0
1744,1860,1,1,1,3,0.337,0.32,5,1,1
1745,1861,1,2,1,2,1.779,0.694,5,1,0
1746,1863,1,2,1,3,0.39,0.258,5,1,0
1747,1864,1,1,1,4,0.262,0.296,5,1,1
1748,1865,1,1,1,4,0.342,0.25,5,1,1
1749,1866,1,1,1,3,0.691,0.35,5,1,1
1750,1868,1,2,2,2,0.496,0.281,5,1,1
1751,1869,1,1,1,3,0.467,0.266,5,1,1
1752,1870,1,1,1,3,0.522,0.278,5,1,1
1753,1872,1,2,2,2,0.765,0.262,5,1,1
1754,1873,1,2,1,2,1.348,0.335,5,1,0
1755,1874,1,1,1,3,0.473,0.679,5,1,1
1756,1875,1,2,2,3,0.374,0.479,5,1,1
1757,1876,1,1,1,3,0.254,0.893,5,1,1
1758,1877,1,2,2,2,0.721,0.229,5,1,1
1759,1878,1,1,1,4,0.297,0.531,5,1,1
1760,1879,1,1,1,3,0.486,0.297,5,1,1
1761,1880,1,2,2,2,0.403,0.244,5,1,1
1762,1881,1,2,2,2,1.082,0.57,5,1,1
1763,1882,1,1,1,3,0.284,0.222,5,1,1
1764,1883,1,1,1,3,0.322,0.21,5,1,1
1765,1884,1,1,1,2,0.357,0.984,5,1,1
1766,1885,1,2,2,2,0.611,0.226,5,1,1
1767,1886,1,2,1,2,1.182,1.045,5,1,0
1768,1888,1,2,2,3,0.569,1.031,5,1,1
1769,1889,1,1,1,3,0.591,0.573,5,1,1
1770,1890,1,1,1,4,0.232,0.315,5,1,1
1771,1892,1,1,1,2,0.61,0.206,5,1,1
1772,1893,1,1,1,3,0.365,0.705,5,1,1
1773,1894,1,2,1,2,1.359,0.257,5,1,0
1774,1895,1,2,2,2,0.467,0.237,5,1,1
1775,1896,1,1,1,2,0.481,0.428,5,1,1
1776,1897,1,2,1,2,0.819,0.307,5,1,0
1777,1898,1,1,1,3,0.516,0.25,5,1,1
1778,1899,1,2,1,2,0.65,0.211,5,1,0
1779,1900,1,2,2,2,0.402,0.206,5,1,1
1780,1901,1,2,1,2,0.801,1.045,5,1,0
1781,1902,1,2,2,2,0.642,0.272,5,1,1
1782,1903,1,2,2,3,0.553,1.014,5,1,1
1783,1904,1,2,1,3,0.358,1.357,5,1,0
1784,1905,1,1,1,2,0.679,0.395,5,1,1
1785,1906,1,2,1,1,1.659,0.679,5,1,0
1786,1907,1,2,2,2,0.677,0.356,5,1,1
1787,1908,1,2,1,2,0.824,0.253,5,1,0
1788,1909,1,1,1,4,0.274,0.815,5,1,1
1789,1910,1,2,1,3,0.54,0.226,5,1,0
1790,1912,1,2,1,2,0.565,0.219,5,1,0
1791,1913,1,1,1,3,0.311,0.205,5,1,1
1792,1914,1,1,1,3,0.266,0.281,5,1,1
1793,1915,1,1,1,2,0.771,0.261,5,1,1
1794,1916,1,2,2,2,0.737,0.3,5,1,1
1795,1917,1,2,1,3,0.34,0.241,5,1,0
1796,1918,1,1,1,2,0.691,0.616,5,1,1
1797,1919,1,1,1,3,0.342,0.647,5,1,1
1798,1920,1,2,1,2,0.725,0.219,5,1,0
1799,1922,1,2,2,1,0.767,0.539,5,1,1
1800,1923,1,2,2,2,0.461,0.19,5,1,1
1801,1925,1,2,1,2,0.696,0.309,5,1,0
1802,1926,1,2,1,3,0.465,0.301,5,1,0
1803,1928,1,1,1,3,0.289,0.254,5,1,1
1804,1929,1,1,1,4,0.396,0.314,5,1,1
1805,1930,1,1,1,3,0.401,0.237,5,1,1
1806,1931,1,1,1,4,0.306,0.252,5,1,1
1807,1932,1,1,1,4,0.327,0.238,5,1,1
1808,1933,1,2,1,2,0.519,0.538,5,1,0
1809,1934,1,2,1,2,0.252,0.187,5,1,0
1810,1935,1,1,1,3,0.323,0.188,5,1,1
1811,1936,1,2,1,3,0.322,0.21,5,1,0
1812,1937,1,1,1,2,0.77,0.702,5,1,1
1813,1938,1,1,1,3,0.332,0.172,5,1,1
1814,1939,1,1,1,4,0.389,0.246,5,1,1
1815,1942,1,2,2,2,0.609,0.218,5,1,1
1816,1943,1,2,2,1,0.641,0.214,5,1,1
1817,1944,1,2,1,2,0.324,0.581,5,1,0
1818,1945,1,1,1,3,0.245,0.203,5,1,1
1819,1946,1,1,1,4,0.23,0.218,5,1,1
1820,1947,1,2,2,1,1.184,1.033,5,1,1
1821,1948,1,2,2,2,0.657,0.207,5,1,1
1822,1949,1,2,1,2,0.462,0.601,5,1,0
1823,1950,1,1,1,3,0.281,0.179,5,1,1
1824,1951,1,2,1,2,0.333,0.296,5,1,0
1825,1952,1,2,1,2,0.787,0.574,5,1,0
1826,1953,1,1,1,3,0.56,0.289,5,1,1
1827,1954,1,2,1,2,0.485,0.573,5,1,0
1828,1955,1,2,1,2,0.65,0.915,5,1,0
1829,1956,1,1,1,3,0.279,0.8,5,1,1
1830,1958,1,1,1,4,0.259,0.832,5,1,1
1831,1959,1,2,1,3,0.603,1.034,5,1,0
1832,1960,1,2,1,2,1.165,0.921,5,1,0
1833,1961,1,1,1,4,0.361,0.809,5,1,1
1834,1962,1,2,2,2,0.628,0.261,5,1,1
1835,1963,1,1,1,3,0.25,0.281,5,1,1
1836,1964,1,1,1,3,0.289,0.766,5,1,1
1837,1965,1,1,1,4,0.302,0.253,5,1,1
1838,1966,1,1,1,2,0.72,0.182,5,1,1
1839,1967,1,2,1,2,1.393,0.257,5,1,0
1840,1968,1,2,1,3,0.425,0.656,5,1,0
1841,1969,1,1,1,3,0.3,0.198,5,1,1
1842,1970,1,1,1,3,1.238,0.628,5,1,1
1843,1971,1,2,1,2,0.874,0.249,5,1,0
1844,1972,1,2,1,2,0.603,0.202,5,1,0
1845,1974,1,2,1,1,0.728,0.937,5,1,0
1846,1975,1,1,1,3,0.328,0.198,5,1,1
1847,1976,1,2,2,2,0.687,0.168,5,1,1
1848,1977,1,1,1,2,0.47,0.039,5,1,1
1849,1979,1,1,1,3,0.308,0.491,5,1,1
1850,1980,1,1,1,3,0.328,0.268,5,1,1
1851,1981,1,2,2,2,1.496,1.01,5,1,1
1852,1982,1,2,1,2,0.97,0.222,5,1,0
1853,1983,1,1,1,3,0.217,0.25,5,1,1
1854,1984,1,1,1,3,0.32,0.206,5,1,1
1855,1985,1,1,1,2,0.864,1.519,5,1,1
1856,1986,1,2,1,2,0.66,0.515,5,1,0
1857,1988,1,1,1,3,0.318,0.851,5,1,1
1858,1989,1,2,1,2,0.521,0.472,5,1,0
1859,1990,1,2,1,2,0.388,0.257,5,1,0
1860,1991,1,2,2,2,0.504,0.218,5,1,1
1861,1992,1,2,2,2,0.561,0.207,5,1,1
1862,1994,1,2,1,3,0.654,0.995,5,1,0
1863,1995,1,1,1,2,0.363,0.839,5,1,1
1864,1996,1,1,1,2,0.59,0.335,5,1,1
1865,1997,1,1,1,3,0.472,0.254,5,1,1
1866,1998,1,2,1,2,1.523,0.437,5,1,0
1867,1999,1,2,1,2,0.329,0.608,5,1,0
1868,2001,1,2,2,2,1.45,0.449,5,1,1
1869,2002,1,2,2,3,0.81,0.284,5,1,1
1870,2003,1,1,1,3,0.383,0.308,5,1,1
1871,2004,1,1,1,3,0.302,0.686,5,1,1
1872,2005,1,2,2,2,0.63,0.484,5,1,1
1873,2006,1,1,1,3,0.457,0.53,5,1,1
1874,2007,1,2,1,1,1.908,0.203,5,1,0
1875,2008,1,1,1,2,0.446,0.267,5,1,1
1876,2009,1,2,2,2,0.482,0.183,5,1,1
1877,2010,1,1,1,3,0.652,0.242,5,1,1
1878,2012,1,2,2,1,0.539,0.929,5,1,1
1879,2013,1,1,1,1,1.036,0.327,5,1,1
1880,2014,1,1,1,3,0.487,0.383,5,1,1
1881,2015,1,1,1,4,0.422,0.276,5,1,1
1882,2016,1,2,1,2,1.386,0.487,5,1,0
1883,2017,1,1,1,4,0.306,0.383,5,1,1
1884,2018,1,2,1,3,0.375,0.246,5,1,0
1885,2019,1,1,1,4,0.201,0.226,5,1,1
1886,2020,1,1,1,4,0.27,0.3,5,1,1
1887,2021,1,2,1,2,1.647,0.327,5,1,0
1888,2022,1,2,2,2,0.43,0.243,5,1,1
1889,2023,1,2,2,2,0.443,0.784,5,1,1
1890,2024,1,2,1,1,1.619,0.313,5,1,0
1891,2025,1,1,1,2,0.489,0.219,5,1,1
1892,2026,1,2,1,2,0.649,0.253,5,1,0
1893,2027,1,1,1,3,0.246,0.186,5,1,1
1894,2028,1,2,1,2,0.758,0.222,5,1,0
1895,2029,1,1,1,3,0.269,0.195,5,1,1
1896,2030,1,2,2,2,0.537,0.166,5,1,1
1897,2031,1,1,1,3,0.33,0.219,5,1,1
1898,2032,1,1,1,3,0.354,0.941,5,1,1
1899,2033,1,2,2,2,0.418,0.189,5,1,1
1900,2034,1,1,1,3,0.346,0.226,5,1,1
1901,2035,1,2,1,2,1.756,0.425,5,1,0
1902,2036,1,1,1,4,0.252,0.824,5,1,1
1903,2037,1,2,2,2,0.714,0.441,5,1,1
1904,2038,1,2,1,2,0.877,1.14,5,1,0
1905,2039,1,1,1,3,0.317,0.214,5,1,1
1906,2040,1,1,1,3,0.253,0.226,5,1,1
1907,2041,1,2,2,2,0.496,0.211,5,1,1
1908,2042,1,1,1,2,0.497,0.23,5,1,1
1909,2043,1,2,2,1,1.123,1.86,5,1,1
1910,2044,1,2,2,2,0.901,0.718,5,1,1
1911,2045,1,1,1,3,0.313,2.093,5,1,1
1912,2046,1,1,1,2,0.511,0.274,5,1,1
1913,2047,1,2,1,2,1.478,0.234,5,1,0
1914,2048,1,2,1,2,1.17,0.195,5,1,0
1915,2049,1,1,1,3,0.435,0.573,5,1,1
1916,2050,1,1,2,3,0.465,0.53,5,1,0
1917,2052,1,1,2,1,1.492,0.554,5,1,0
1918,2053,1,1,1,3,0.396,0.254,5,1,1
1919,2054,1,1,1,2,0.636,0.476,5,1,1
1920,2055,1,2,2,2,0.903,0.199,5,1,1
1921,2056,1,1,1,3,0.353,0.214,5,1,1
1922,2057,1,1,1,3,0.389,0.426,5,1,1
1923,2058,1,2,1,2,0.528,0.906,5,1,0
1924,2059,1,1,1,2,0.464,0.299,5,1,1
1925,2060,1,1,1,3,0.996,0.625,5,1,1
1926,2061,1,2,2,2,0.585,0.193,5,1,1
1927,2062,1,2,1,2,1.447,0.37,5,1,0
1928,2063,1,2,1,3,0.394,0.201,5,1,0
1929,2064,1,2,1,2,0.796,0.305,5,1,0
1930,2065,1,2,2,1,1.171,0.25,5,1,1
1931,2066,1,2,2,1,0.906,0.219,5,1,1
1932,2067,1,2,1,2,1.45,0.203,5,1,0
1933,2068,1,1,1,3,0.293,0.183,5,1,1
1934,2069,1,1,1,4,0.261,0.402,5,1,1
1935,2070,1,1,1,4,0.315,0.215,5,1,1
1936,2071,1,2,2,2,0.814,0.238,5,1,1
1937,2072,1,2,2,2,0.634,0.211,5,1,1
1938,2073,1,1,1,3,0.346,0.409,5,1,1
1939,2074,1,2,1,3,0.302,0.472,5,1,0
1940,2075,1,2,2,2,0.613,0.163,5,1,1
1941,2076,1,1,1,3,0.378,0.44,5,1,1
1942,2077,1,1,1,3,0.387,0.574,5,1,1
1943,2078,1,2,2,3,0.369,1.238,5,1,1
1944,2079,1,2,2,3,0.867,0.392,5,1,1
1945,2080,1,1,1,4,0.718,0.34,5,1,1
1946,2081,1,1,1,3,0.377,0.347,5,1,1
1947,2082,1,1,2,2,0.466,0.27,5,1,0
1948,2083,1,2,1,2,0.893,0.596,5,1,0
1949,2084,1,2,2,2,0.621,0.176,5,1,1
1950,2085,1,2,1,3,0.597,0.394,5,1,0
1951,2086,1,2,2,3,0.647,0.496,5,1,1
1952,2087,1,2,2,3,0.859,0.273,5,1,1
1953,2088,1,1,1,4,0.329,0.847,5,1,1
1954,2089,1,1,1,2,0.543,0.883,5,1,1
1955,2090,1,2,2,2,0.503,0.229,5,1,1
1956,2091,1,1,2,2,0.84,0.187,5,1,0
1957,2092,1,2,2,3,0.812,0.226,5,1,1
1958,2093,1,1,1,2,0.429,0.453,5,1,1
1959,2094,1,1,1,2,0.662,0.327,5,1,1
1960,2095,1,2,2,3,0.757,0.422,5,1,1
1961,2096,1,1,1,2,0.866,0.223,5,1,1
1962,2097,1,1,1,3,0.352,0.582,5,1,1
1963,2098,1,2,2,3,1.445,0.453,5,1,1
1964,2099,1,1,1,3,0.287,0.168,5,1,1
1965,2100,1,1,1,4,0.293,0.282,5,1,1
1966,2101,1,1,1,2,1.069,0.328,5,1,1
1967,2102,1,1,1,2,0.827,0.215,5,1,1
1968,2103,1,1,1,2,0.705,0.202,5,1,1
1969,2104,1,1,2,2,0.538,0.222,5,1,0
1970,2105,1,2,1,1,0.779,0.363,5,1,0
1971,2106,1,1,1,2,0.432,0.612,5,1,1
1972,2107,1,1,1,3,0.252,0.207,5,1,1
1973,2108,1,1,2,2,1.099,0.187,5,1,0
1974,2109,1,1,2,2,1.119,0.184,5,1,0
1975,2110,1,1,1,2,0.652,0.519,5,1,1
1976,2111,1,2,1,3,0.319,0.239,5,1,0
1977,2112,1,1,1,3,0.234,0.234,5,1,1
1978,2113,1,2,2,2,0.605,0.168,5,1,1
1979,2114,1,1,1,3,0.309,0.186,5,1,1
1980,2115,1,1,1,2,0.317,0.23,5,1,1
1981,2116,1,1,1,2,0.21,0.609,5,1,1
1982,2117,1,1,2,1,0.564,0.894,5,1,0
1983,2119,1,2,2,2,0.651,1.335,5,1,1
1984,2120,1,2,2,3,0.693,0.215,5,1,1
1985,2121,1,1,2,3,0.889,0.234,5,1,0
1986,2122,1,2,1,2,0.688,0.562,5,1,0
1987,2123,1,2,2,2,0.785,0.324,5,1,1
1988,2124,1,1,1,3,0.487,0.217,5,1,1
1989,2125,1,1,1,3,0.297,0.324,5,1,1
1990,2126,1,2,1,2,0.868,0.21,5,1,0
1991,2127,1,1,1,2,0.816,0.177,5,1,1
1992,2128,1,2,2,2,0.672,0.276,5,1,1
1993,2130,1,2,2,2,1.72,0.23,5,1,1
1994,2132,1,1,1,3,0.538,0.413,5,1,1
1995,2133,1,2,1,2,0.965,0.245,5,1,0
1996,2134,1,2,2,2,0.61,0.184,5,1,1
1997,2135,1,1,1,3,0.411,0.207,5,1,1
1998,2136,1,2,2,2,1.399,0.327,5,1,1
1999,2137,1,2,1,2,0.75,0.526,5,1,0
2000,2138,1,2,2,2,0.591,1.186,5,1,1
2001,2139,1,1,1,2,0.453,0.6,5,1,1
2002,2140,1,1,1,2,0.591,0.267,5,1,1
2003,2141,1,1,2,2,0.686,0.206,5,1,0
2004,2142,1,2,2,3,1.487,1.054,5,1,1
2005,2143,1,2,1,2,0.683,0.383,5,1,0
2006,2144,1,2,1,2,0.679,0.231,5,1,0
2007,2145,1,2,1,2,0.427,0.312,5,1,0
2008,2146,1,2,2,2,0.979,0.265,5,1,1
2009,2147,1,2,2,3,1.032,0.281,5,1,1
2010,2148,1,1,1,2,0.708,0.254,5,1,1
2011,2149,1,2,2,2,1.955,0.64,5,1,1
2012,2150,1,1,1,2,0.85,0.359,5,1,1
2013,2151,1,1,1,3,0.295,0.203,5,1,1
2014,2152,1,1,1,3,0.593,0.23,5,1,1
2015,2153,1,2,1,2,0.997,0.227,5,1,0
2016,2154,1,2,1,1,1.637,0.39,5,1,0
2017,2155,1,1,1,2,0.546,0.464,5,1,1
2018,2156,1,1,1,2,0.984,0.303,5,1,1
2019,2157,1,1,2,2,0.539,0.211,5,1,0
2020,2158,1,2,2,2,0.828,0.211,5,1,1
2021,2160,1,1,1,3,0.365,0.241,5,1,1
2022,2161,1,2,2,2,1.337,0.28,5,1,1
2023,2162,1,1,1,3,0.327,0.215,5,1,1
2024,2163,1,1,1,2,0.639,0.238,5,1,1
2025,2164,1,1,1,2,0.349,0.206,5,1,1
2026,2165,1,2,2,2,0.586,0.195,5,1,1
2027,2166,1,1,1,3,0.332,0.245,5,1,1
2028,2167,1,1,1,2,0.918,0.421,5,1,1
2029,2168,1,1,1,3,0.275,0.199,5,1,1
2030,2169,1,2,2,2,0.497,0.187,5,1,1
2031,2170,1,1,1,3,0.558,0.202,5,1,1
2032,2171,1,2,2,2,0.468,0.202,5,1,1
2033,2172,1,2,1,3,0.358,0.194,5,1,0
2034,2173,1,2,1,2,0.886,1.291,5,1,0
2035,2174,1,2,2,1,0.918,1.054,5,1,1
2036,2175,1,2,1,2,0.711,0.217,5,1,0
2037,2176,1,2,2,2,0.709,0.186,5,1,1
2038,2177,1,1,1,3,0.507,0.242,5,1,1
2039,2178,1,2,2,2,0.491,0.198,5,1,1
2040,2179,1,1,2,2,1.267,1.682,5,1,0
2041,2180,1,2,2,2,0.803,0.297,5,1,1
2042,2182,1,1,1,3,0.329,0.304,5,1,1
2043,2183,1,2,2,2,0.686,0.804,5,1,1
2044,2184,1,2,2,3,0.615,0.26,5,1,1
2045,2185,1,2,2,2,1.485,0.492,5,1,1
2046,2186,1,2,2,2,0.787,0.41,5,1,1
2047,2187,1,1,1,3,0.372,0.194,5,1,1
2048,2188,1,2,2,2,0.372,0.196,5,1,1
2049,2189,1,2,1,2,0.745,0.304,5,1,0
2050,2190,1,2,1,3,0.448,0.277,5,1,0
2051,2191,1,1,1,3,0.513,0.249,5,1,1
